recipe_name	image	materials_needed	size	obtained_from	sell_price	materials_needed_clean	size_clean
Sleigh	"<img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/e/ee/NH-Sleigh.png/revision/latest/scale-to-width-down/50?cb=20200326061442"" 	 alt=""NH-Sleigh""  	class="""" 	 	data-image-key=""NH-Sleigh.png"" 	data-image-name=""NH-Sleigh.png"" 	 	 width=""50""  	 height=""50""  	 	 	 	>"	"8x <img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/0/0d/NH-wood-icon.png/revision/latest/scale-to-width-down/18?cb=20200328200105"" 	 alt=""NH-wood-icon""  	class="""" 	 	data-image-key=""NH-wood-icon.png"" 	data-image-name=""NH-wood-icon.png"" 	 	 width=""18""  	 height=""18""  	 	 	 	>wood"	"<img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/d/da/NH2.0x1.0sq.jpg/revision/latest?cb=20200324214841"" 	 alt=""NH2.0x1.0sq""  	class="""" 	 	data-image-key=""NH2.0x1.0sq.jpg"" 	data-image-name=""NH2.0x1.0sq.jpg"" 	 	 width=""31""  	 height=""31""  	 	 	 	>"	Message in a bottle	NA	8x wood	2.0x1.0
Small cardboard boxes	"<img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/9/9d/NH-Small_cardboard_boxes.png/revision/latest/scale-to-width-down/50?cb=20200329100147"" 	 alt=""NH-Small cardboard boxes""  	class="""" 	 	data-image-key=""NH-Small_cardboard_boxes.png"" 	data-image-name=""NH-Small cardboard boxes.png"" 	 	 width=""50""  	 height=""50""  	 	 	 	>"	NA	NA	NA	NA	NA	NA
Space shuttle	"<img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/8/88/NH-Space_shuttle.png/revision/latest/scale-to-width-down/50?cb=20200329102520"" 	 alt=""NH-Space shuttle""  	class="""" 	 	data-image-key=""NH-Space_shuttle.png"" 	data-image-name=""NH-Space shuttle.png"" 	 	 width=""50""  	 height=""50""  	 	 	 	>"	NA	NA	NA	NA	NA	NA
Stall	"<img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/3/35/NH-Stall.png/revision/latest/scale-to-width-down/50?cb=20200327125656"" 	 alt=""NH-Stall""  	class="""" 	 	data-image-key=""NH-Stall.png"" 	data-image-name=""NH-Stall.png"" 	 	 width=""50""  	 height=""50""  	 	 	 	>"	"12x<img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/0/0d/NH-wood-icon.png/revision/latest/scale-to-width-down/18?cb=20200328200105"" 	 alt=""NH-wood-icon""  	class="""" 	 	data-image-key=""NH-wood-icon.png"" 	data-image-name=""NH-wood-icon.png"" 	 	 width=""18""  	 height=""18""  	 	 	 	>wood"	"<img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/d/da/NH2.0x1.0sq.jpg/revision/latest?cb=20200324214841"" 	 alt=""NH2.0x1.0sq""  	class="""" 	 	data-image-key=""NH2.0x1.0sq.jpg"" 	data-image-name=""NH2.0x1.0sq.jpg"" 	 	 width=""31""  	 height=""31""  	 	 	 	>"	Nook Stop (2,000 Nook Miles)	1,440 Bells	12xwood	2.0x1.0
Standard umbrella stand	"<img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/a/ac/NH-Standard_umbrella_stand.png/revision/latest/scale-to-width-down/50?cb=20200325182249"" 	 alt=""NH-Standard umbrella stand""  	class="""" 	 	data-image-key=""NH-Standard_umbrella_stand.png"" 	data-image-name=""NH-Standard umbrella stand.png"" 	 	 width=""50""  	 height=""50""  	 	 	 	>"	"3x <img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/f/fa/NH-iron_nugget-icon.png/revision/latest/scale-to-width-down/18?cb=20200328195115"" 	 alt=""NH-iron nugget-icon""  	class="""" 	 	data-image-key=""NH-iron_nugget-icon.png"" 	data-image-name=""NH-iron nugget-icon.png"" 	 	 width=""18""  	 height=""18""  	 	 	 	>iron nugget"	"<img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/d/d7/NH1.0x1.0sq.jpg/revision/latest?cb=20200324214412"" 	 alt=""NH1.0x1.0sq""  	class="""" 	 	data-image-key=""NH1.0x1.0sq.jpg"" 	data-image-name=""NH1.0x1.0sq.jpg"" 	 	 width=""31""  	 height=""31""  	 	 	 	>"	NA	2,250 Bells	3x iron nugget	1.0x1.0
Street piano	"<img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/a/ad/NH-Street_piano.png/revision/latest/scale-to-width-down/50?cb=20200329070636"" 	 alt=""NH-Street piano""  	class="""" 	 	data-image-key=""NH-Street_piano.png"" 	data-image-name=""NH-Street piano.png"" 	 	 width=""50""  	 height=""50""  	 	 	 	>"	NA	NA	NA	NA	NA	NA
Stone arch	"<img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/6/67/NH-Stone_arch.png/revision/latest/scale-to-width-down/50?cb=20200328003156"" 	 alt=""NH-Stone arch""  	class="""" 	 	data-image-key=""NH-Stone_arch.png"" 	data-image-name=""NH-Stone arch.png"" 	 	 width=""50""  	 height=""50""  	 	 	 	>"	"90x<img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/0/01/NH-stone-icon.png/revision/latest/scale-to-width-down/18?cb=20200328195755"" 	 alt=""NH-stone-icon""  	class="""" 	 	data-image-key=""NH-stone-icon.png"" 	data-image-name=""NH-stone-icon.png"" 	 	 width=""18""  	 height=""18""  	 	 	 	>stone"	"<img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/d/d4/NH3.0x1.0sq.jpg/revision/latest?cb=20200324214535"" 	 alt=""NH3.0x1.0sq""  	class="""" 	 	data-image-key=""NH3.0x1.0sq.jpg"" 	data-image-name=""NH3.0x1.0sq.jpg"" 	 	 width=""31""  	 height=""31""  	 	 	 	>"	Nook Stop (2,000 Nook Miles)	13,500 Bells	90xstone	3.0x1.0
Stone stool	"<img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/a/aa/NH-Stone_stool.png/revision/latest/scale-to-width-down/50?cb=20200325182322"" 	 alt=""NH-Stone stool""  	class="""" 	 	data-image-key=""NH-Stone_stool.png"" 	data-image-name=""NH-Stone stool.png"" 	 	 width=""50""  	 height=""50""  	 	 	 	>"	"3x <img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/0/01/NH-stone-icon.png/revision/latest/scale-to-width-down/18?cb=20200328195755"" 	 alt=""NH-stone-icon""  	class="""" 	 	data-image-key=""NH-stone-icon.png"" 	data-image-name=""NH-stone-icon.png"" 	 	 width=""18""  	 height=""18""  	 	 	 	>stone"	"<img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/d/d7/NH1.0x1.0sq.jpg/revision/latest?cb=20200324214412"" 	 alt=""NH1.0x1.0sq""  	class="""" 	 	data-image-key=""NH1.0x1.0sq.jpg"" 	data-image-name=""NH1.0x1.0sq.jpg"" 	 	 width=""31""  	 height=""31""  	 	 	 	>"	Unlocked when Tom Nook gives you your first recipes	450 Bells	3x stone	1.0x1.0
Stone table	"<img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/b/b3/NH-Stone_table.png/revision/latest/scale-to-width-down/50?cb=20200325182329"" 	 alt=""NH-Stone table""  	class="""" 	 	data-image-key=""NH-Stone_table.png"" 	data-image-name=""NH-Stone table.png"" 	 	 width=""50""  	 height=""50""  	 	 	 	>"	"8x <img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/0/01/NH-stone-icon.png/revision/latest/scale-to-width-down/18?cb=20200328195755"" 	 alt=""NH-stone-icon""  	class="""" 	 	data-image-key=""NH-stone-icon.png"" 	data-image-name=""NH-stone-icon.png"" 	 	 width=""18""  	 height=""18""  	 	 	 	>stone"	"<img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/6/6a/NH2.0x2.0sq.jpg/revision/latest?cb=20200324214617"" 	 alt=""NH2.0x2.0sq""  	class="""" 	 	data-image-key=""NH2.0x2.0sq.jpg"" 	data-image-name=""NH2.0x2.0sq.jpg"" 	 	 width=""31""  	 height=""31""  	 	 	 	>"	"Tom Nook after receiving first three housing kits
Island resident"	1,200 Bells	8x stone	2.0x2.0
Stone tablet	"<img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/5/5d/NH-Stone_tablet.png/revision/latest/scale-to-width-down/50?cb=20200327125442"" 	 alt=""NH-Stone tablet""  	class="""" 	 	data-image-key=""NH-Stone_tablet.png"" 	data-image-name=""NH-Stone tablet.png"" 	 	 width=""50""  	 height=""50""  	 	 	 	>"	"12x <img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/0/01/NH-stone-icon.png/revision/latest/scale-to-width-down/18?cb=20200328195755"" 	 alt=""NH-stone-icon""  	class="""" 	 	data-image-key=""NH-stone-icon.png"" 	data-image-name=""NH-stone-icon.png"" 	 	 width=""18""  	 height=""18""  	 	 	 	>stone"	"<img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/d/d7/NH1.0x1.0sq.jpg/revision/latest?cb=20200324214412"" 	 alt=""NH1.0x1.0sq""  	class="""" 	 	data-image-key=""NH1.0x1.0sq.jpg"" 	data-image-name=""NH1.0x1.0sq.jpg"" 	 	 width=""31""  	 height=""31""  	 	 	 	>"	Nook Stop (800 Nook Miles)	1,800 Bells	12x stone	1.0x1.0
Swinging bench	"<img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/5/58/NH-Swinging_bench.png/revision/latest/scale-to-width-down/50?cb=20200325182342"" 	 alt=""NH-Swinging bench""  	class="""" 	 	data-image-key=""NH-Swinging_bench.png"" 	data-image-name=""NH-Swinging bench.png"" 	 	 width=""50""  	 height=""50""  	 	 	 	>"	"5x <img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/0/0d/NH-wood-icon.png/revision/latest/scale-to-width-down/18?cb=20200328200105"" 	 alt=""NH-wood-icon""  	class="""" 	 	data-image-key=""NH-wood-icon.png"" 	data-image-name=""NH-wood-icon.png"" 	 	 width=""18""  	 height=""18""  	 	 	 	>wood
7x <img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/f/f2/NH-softwood-icon.png/revision/latest/scale-to-width-down/18?cb=20200328195710"" 	 alt=""NH-softwood-icon""  	class="""" 	 	data-image-key=""NH-softwood-icon.png"" 	data-image-name=""NH-softwood-icon.png"" 	 	 width=""18""  	 height=""18""  	 	 	 	>softwood"	"<img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/d/da/NH2.0x1.0sq.jpg/revision/latest?cb=20200324214841"" 	 alt=""NH2.0x1.0sq""  	class="""" 	 	data-image-key=""NH2.0x1.0sq.jpg"" 	data-image-name=""NH2.0x1.0sq.jpg"" 	 	 width=""31""  	 height=""31""  	 	 	 	>"	Tom Nook	1,440 Bells	5x wood, 7x softwood	2.0x1.0
Tall garden rock	"<img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/4/40/NH-Tall_garden_rock.png/revision/latest/scale-to-width-down/50?cb=20200328054157"" 	 alt=""NH-Tall garden rock""  	class="""" 	 	data-image-key=""NH-Tall_garden_rock.png"" 	data-image-name=""NH-Tall garden rock.png"" 	 	 width=""50""  	 height=""50""  	 	 	 	>"	"60x <img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/0/01/NH-stone-icon.png/revision/latest/scale-to-width-down/18?cb=20200328195755"" 	 alt=""NH-stone-icon""  	class="""" 	 	data-image-key=""NH-stone-icon.png"" 	data-image-name=""NH-stone-icon.png"" 	 	 width=""18""  	 height=""18""  	 	 	 	>stone"	"<img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/d/d7/NH1.0x1.0sq.jpg/revision/latest?cb=20200324214412"" 	 alt=""NH1.0x1.0sq""  	class="""" 	 	data-image-key=""NH1.0x1.0sq.jpg"" 	data-image-name=""NH1.0x1.0sq.jpg"" 	 	 width=""31""  	 height=""31""  	 	 	 	>"	Balloon	9,000 Bells	60x stone	1.0x1.0
Taurus bathtub	"<img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/4/4a/NH-Taurus_bathtub.png/revision/latest/scale-to-width-down/50?cb=20200328084454"" 	 alt=""NH-Taurus bathtub""  	class="""" 	 	data-image-key=""NH-Taurus_bathtub.png"" 	data-image-name=""NH-Taurus bathtub.png"" 	 	 width=""50""  	 height=""50""  	 	 	 	>"	"3x <img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/c/c2/NH-star_fragment-icon.png/revision/latest/scale-to-width-down/18?cb=20200328195731"" 	 alt=""NH-star fragment-icon""  	class="""" 	 	data-image-key=""NH-star_fragment-icon.png"" 	data-image-name=""NH-star fragment-icon.png"" 	 	 width=""18""  	 height=""18""  	 	 	 	>star fragment
2x 18pxTaurus fragment
1x <img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/0/08/NH-gold_nugget-icon.png/revision/latest/scale-to-width-down/18?cb=20200328211158"" 	 alt=""NH-gold nugget-icon""  	class="""" 	 	data-image-key=""NH-gold_nugget-icon.png"" 	data-image-name=""NH-gold nugget-icon.png"" 	 	 width=""18""  	 height=""18""  	 	 	 	>gold nugget
8x <img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/0/01/NH-stone-icon.png/revision/latest/scale-to-width-down/18?cb=20200328195755"" 	 alt=""NH-stone-icon""  	class="""" 	 	data-image-key=""NH-stone-icon.png"" 	data-image-name=""NH-stone-icon.png"" 	 	 width=""18""  	 height=""18""  	 	 	 	>stone"	"<img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/d/da/NH2.0x1.0sq.jpg/revision/latest?cb=20200324214841"" 	 alt=""NH2.0x1.0sq""  	class="""" 	 	data-image-key=""NH2.0x1.0sq.jpg"" 	data-image-name=""NH2.0x1.0sq.jpg"" 	 	 width=""31""  	 height=""31""  	 	 	 	>"	Celeste	NA	3x star fragment, 2x 18pxTaurus fragment, 1x gold nugget, 8x stone	2.0x1.0
Tea table	"<img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/7/7b/NH-Tea_table.png/revision/latest/scale-to-width-down/50?cb=20200329082754"" 	 alt=""NH-Tea table""  	class="""" 	 	data-image-key=""NH-Tea_table.png"" 	data-image-name=""NH-Tea table.png"" 	 	 width=""50""  	 height=""50""  	 	 	 	>"	"12x <img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/4/4c/NH-hardwood-icon.png/revision/latest/scale-to-width-down/18?cb=20200328195048"" 	 alt=""NH-hardwood-icon""  	class="""" 	 	data-image-key=""NH-hardwood-icon.png"" 	data-image-name=""NH-hardwood-icon.png"" 	 	 width=""18""  	 height=""18""  	 	 	 	>hardwood"	"<img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/6/6a/NH2.0x2.0sq.jpg/revision/latest?cb=20200324214617"" 	 alt=""NH2.0x2.0sq""  	class="""" 	 	data-image-key=""NH2.0x2.0sq.jpg"" 	data-image-name=""NH2.0x2.0sq.jpg"" 	 	 width=""31""  	 height=""31""  	 	 	 	>"	Message in a bottle	1,440 Bells	12x hardwood	2.0x2.0
Terrarium	"<img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/9/9d/NH-Terrarium.png/revision/latest/scale-to-width-down/50?cb=20200327063910"" 	 alt=""NH-Terrarium""  	class="""" 	 	data-image-key=""NH-Terrarium.png"" 	data-image-name=""NH-Terrarium.png"" 	 	 width=""50""  	 height=""50""  	 	 	 	>"	"12x <img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/a/a3/NH-clump_of_weeds-icon.png/revision/latest/scale-to-width-down/18?cb=20200328193954"" 	 alt=""NH-clump of weeds-icon""  	class="""" 	 	data-image-key=""NH-clump_of_weeds-icon.png"" 	data-image-name=""NH-clump of weeds-icon.png"" 	 	 width=""18""  	 height=""18""  	 	 	 	>clump of weeds
2x <img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/f/fa/NH-iron_nugget-icon.png/revision/latest/scale-to-width-down/18?cb=20200328195115"" 	 alt=""NH-iron nugget-icon""  	class="""" 	 	data-image-key=""NH-iron_nugget-icon.png"" 	data-image-name=""NH-iron nugget-icon.png"" 	 	 width=""18""  	 height=""18""  	 	 	 	>iron nugget"	"<img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/d/d7/NH1.0x1.0sq.jpg/revision/latest?cb=20200324214412"" 	 alt=""NH1.0x1.0sq""  	class="""" 	 	data-image-key=""NH1.0x1.0sq.jpg"" 	data-image-name=""NH1.0x1.0sq.jpg"" 	 	 width=""31""  	 height=""31""  	 	 	 	>"	Message in a bottle	NA	12x clump of weeds, 2x iron nugget	1.0x1.0
Three-tiered snowperson	"<img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/5/59/NH-Three-tiered_snowperson.png/revision/latest/scale-to-width-down/50?cb=20200329102502"" 	 alt=""NH-Three-tiered snowperson""  	class="""" 	 	data-image-key=""NH-Three-tiered_snowperson.png"" 	data-image-name=""NH-Three-tiered snowperson.png"" 	 	 width=""50""  	 height=""50""  	 	 	 	>"	NA	NA	NA	NA	NA	NA
Tiki torch	"<img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/8/8d/NH-Tiki_torch.png/revision/latest/scale-to-width-down/50?cb=20200325182347"" 	 alt=""NH-Tiki torch""  	class="""" 	 	data-image-key=""NH-Tiki_torch.png"" 	data-image-name=""NH-Tiki torch.png"" 	 	 width=""50""  	 height=""50""  	 	 	 	>"	"5x <img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/0/0d/NH-wood-icon.png/revision/latest/scale-to-width-down/18?cb=20200328200105"" 	 alt=""NH-wood-icon""  	class="""" 	 	data-image-key=""NH-wood-icon.png"" 	data-image-name=""NH-wood-icon.png"" 	 	 width=""18""  	 height=""18""  	 	 	 	>tree branch
5x <img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/0/0d/NH-wood-icon.png/revision/latest/scale-to-width-down/18?cb=20200328200105"" 	 alt=""NH-wood-icon""  	class="""" 	 	data-image-key=""NH-wood-icon.png"" 	data-image-name=""NH-wood-icon.png"" 	 	 width=""18""  	 height=""18""  	 	 	 	>wood"	"<img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/d/d7/NH1.0x1.0sq.jpg/revision/latest?cb=20200324214412"" 	 alt=""NH1.0x1.0sq""  	class="""" 	 	data-image-key=""NH1.0x1.0sq.jpg"" 	data-image-name=""NH1.0x1.0sq.jpg"" 	 	 width=""31""  	 height=""31""  	 	 	 	>"	Tom Nook	650 Bells	5x tree branch, 5x wood	1.0x1.0
Tiny library	"<img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/a/af/NH-Tiny_library.png/revision/latest/scale-to-width-down/50?cb=20200327212355"" 	 alt=""NH-Tiny library""  	class="""" 	 	data-image-key=""NH-Tiny_library.png"" 	data-image-name=""NH-Tiny library.png"" 	 	 width=""50""  	 height=""50""  	 	 	 	>"	"5x <img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/0/0d/NH-wood-icon.png/revision/latest/scale-to-width-down/18?cb=20200328200105"" 	 alt=""NH-wood-icon""  	class="""" 	 	data-image-key=""NH-wood-icon.png"" 	data-image-name=""NH-wood-icon.png"" 	 	 width=""18""  	 height=""18""  	 	 	 	>wood
1x <img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/a/a2/NH-furniture-icon.png/revision/latest/scale-to-width-down/18?cb=20200328195013"" 	 alt=""NH-furniture-icon""  	class="""" 	 	data-image-key=""NH-furniture-icon.png"" 	data-image-name=""NH-furniture-icon.png"" 	 	 width=""18""  	 height=""18""  	 	 	 	>book"	"<img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/d/d7/NH1.0x1.0sq.jpg/revision/latest?cb=20200324214412"" 	 alt=""NH1.0x1.0sq""  	class="""" 	 	data-image-key=""NH1.0x1.0sq.jpg"" 	data-image-name=""NH1.0x1.0sq.jpg"" 	 	 width=""31""  	 height=""31""  	 	 	 	>"	NA	NA	5x wood, 1x book	1.0x1.0
Tire stack	"<img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/6/6e/NH-Tire_stack.png/revision/latest/scale-to-width-down/50?cb=20200325182354"" 	 alt=""NH-Tire stack""  	class="""" 	 	data-image-key=""NH-Tire_stack.png"" 	data-image-name=""NH-Tire stack.png"" 	 	 width=""50""  	 height=""50""  	 	 	 	>"	"3x <img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/b/b4/NH-old_tire-icon.png/revision/latest/scale-to-width-down/18?cb=20200328205415"" 	 alt=""NH-old tire-icon""  	class="""" 	 	data-image-key=""NH-old_tire-icon.png"" 	data-image-name=""NH-old tire-icon.png"" 	 	 width=""18""  	 height=""18""  	 	 	 	>old tire"	"<img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/d/d7/NH1.0x1.0sq.jpg/revision/latest?cb=20200324214412"" 	 alt=""NH1.0x1.0sq""  	class="""" 	 	data-image-key=""NH1.0x1.0sq.jpg"" 	data-image-name=""NH1.0x1.0sq.jpg"" 	 	 width=""31""  	 height=""31""  	 	 	 	>"	Fishing up an old tire	60 Bells	3x old tire	1.0x1.0
Tire toy	"<img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/9/94/NH-Tire_toy.png/revision/latest/scale-to-width-down/50?cb=20200325182400"" 	 alt=""NH-Tire toy""  	class="""" 	 	data-image-key=""NH-Tire_toy.png"" 	data-image-name=""NH-Tire toy.png"" 	 	 width=""50""  	 height=""50""  	 	 	 	>"	"1x <img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/b/b4/NH-old_tire-icon.png/revision/latest/scale-to-width-down/18?cb=20200328205415"" 	 alt=""NH-old tire-icon""  	class="""" 	 	data-image-key=""NH-old_tire-icon.png"" 	data-image-name=""NH-old tire-icon.png"" 	 	 width=""18""  	 height=""18""  	 	 	 	>old tire"	"<img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/d/d7/NH1.0x1.0sq.jpg/revision/latest?cb=20200324214412"" 	 alt=""NH1.0x1.0sq""  	class="""" 	 	data-image-key=""NH1.0x1.0sq.jpg"" 	data-image-name=""NH1.0x1.0sq.jpg"" 	 	 width=""31""  	 height=""31""  	 	 	 	>"	Fishing up an old tire	20 Bells	1x old tire	1.0x1.0
Tree standee	"<img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/5/5a/NH-Tree_standee.png/revision/latest/scale-to-width-down/50?cb=20200326040354"" 	 alt=""NH-Tree standee""  	class="""" 	 	data-image-key=""NH-Tree_standee.png"" 	data-image-name=""NH-Tree standee.png"" 	 	 width=""50""  	 height=""50""  	 	 	 	>"	"5x <img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/0/0d/NH-wood-icon.png/revision/latest/scale-to-width-down/18?cb=20200328200105"" 	 alt=""NH-wood-icon""  	class="""" 	 	data-image-key=""NH-wood-icon.png"" 	data-image-name=""NH-wood-icon.png"" 	 	 width=""18""  	 height=""18""  	 	 	 	>wood
8x <img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/f/f2/NH-softwood-icon.png/revision/latest/scale-to-width-down/18?cb=20200328195710"" 	 alt=""NH-softwood-icon""  	class="""" 	 	data-image-key=""NH-softwood-icon.png"" 	data-image-name=""NH-softwood-icon.png"" 	 	 width=""18""  	 height=""18""  	 	 	 	>softwood"	"<img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/d/da/NH2.0x1.0sq.jpg/revision/latest?cb=20200324214841"" 	 alt=""NH2.0x1.0sq""  	class="""" 	 	data-image-key=""NH2.0x1.0sq.jpg"" 	data-image-name=""NH2.0x1.0sq.jpg"" 	 	 width=""31""  	 height=""31""  	 	 	 	>"	Balloon	1,560 Bells	5x wood, 8x softwood	2.0x1.0
Tree's bounty arch	"<img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/f/f1/NH-Tree%27s_bounty_arch.png/revision/latest/scale-to-width-down/50?cb=20200329100201"" 	 alt=""NH-Tree&amp;#039;s bounty arch""  	class="""" 	 	data-image-key=""NH-Tree%27s_bounty_arch.png"" 	data-image-name=""NH-Tree&#39;s bounty arch.png"" 	 	 width=""50""  	 height=""50""  	 	 	 	>"	NA	NA	NA	NA	NA	NA
Tree's bounty big tree	"<img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/3/31/NH-Tree%27s_bounty_big_tree.png/revision/latest/scale-to-width-down/50?cb=20200329100225"" 	 alt=""NH-Tree&amp;#039;s bounty big tree""  	class="""" 	 	data-image-key=""NH-Tree%27s_bounty_big_tree.png"" 	data-image-name=""NH-Tree&#39;s bounty big tree.png"" 	 	 width=""50""  	 height=""50""  	 	 	 	>"	NA	NA	NA	NA	NA	NA
Tree's bounty lamp	"<img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/8/85/NH-Tree%27s_bounty_lamp.png/revision/latest/scale-to-width-down/50?cb=20200329100236"" 	 alt=""NH-Tree&amp;#039;s bounty lamp""  	class="""" 	 	data-image-key=""NH-Tree%27s_bounty_lamp.png"" 	data-image-name=""NH-Tree&#39;s bounty lamp.png"" 	 	 width=""50""  	 height=""50""  	 	 	 	>"	NA	NA	NA	NA	NA	NA
Tree's bounty little tree	"<img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/f/fc/NH-Tree%27s_bounty_little_tree.png/revision/latest/scale-to-width-down/50?cb=20200329100248"" 	 alt=""NH-Tree&amp;#039;s bounty little tree""  	class="""" 	 	data-image-key=""NH-Tree%27s_bounty_little_tree.png"" 	data-image-name=""NH-Tree&#39;s bounty little tree.png"" 	 	 width=""50""  	 height=""50""  	 	 	 	>"	NA	NA	NA	NA	NA	NA
Trophy case	"<img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/b/bd/NH-Trophy_case.png/revision/latest/scale-to-width-down/50?cb=20200329100302"" 	 alt=""NH-Trophy case""  	class="""" 	 	data-image-key=""NH-Trophy_case.png"" 	data-image-name=""NH-Trophy case.png"" 	 	 width=""50""  	 height=""50""  	 	 	 	>"	NA	NA	NA	NA	NA	NA
Virgo harp	"<img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/7/7e/NH-Virgo_harp.png/revision/latest/scale-to-width-down/50?cb=20200328084349"" 	 alt=""NH-Virgo harp""  	class="""" 	 	data-image-key=""NH-Virgo_harp.png"" 	data-image-name=""NH-Virgo harp.png"" 	 	 width=""50""  	 height=""50""  	 	 	 	>"	NA	NA	Celeste	NA	NA	NA
Water pump	"<img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/6/64/NH-Water_pump.png/revision/latest/scale-to-width-down/50?cb=20200325182413"" 	 alt=""NH-Water pump""  	class="""" 	 	data-image-key=""NH-Water_pump.png"" 	data-image-name=""NH-Water pump.png"" 	 	 width=""50""  	 height=""50""  	 	 	 	>"	"2x <img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/f/fa/NH-iron_nugget-icon.png/revision/latest/scale-to-width-down/18?cb=20200328195115"" 	 alt=""NH-iron nugget-icon""  	class="""" 	 	data-image-key=""NH-iron_nugget-icon.png"" 	data-image-name=""NH-iron nugget-icon.png"" 	 	 width=""18""  	 height=""18""  	 	 	 	>iron nugget
6x <img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/2/2a/NH-clay-icon.png/revision/latest/scale-to-width-down/18?cb=20200328193929"" 	 alt=""NH-clay-icon""  	class="""" 	 	data-image-key=""NH-clay-icon.png"" 	data-image-name=""NH-clay-icon.png"" 	 	 width=""18""  	 height=""18""  	 	 	 	>clay"	"<img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/d/d7/NH1.0x1.0sq.jpg/revision/latest?cb=20200324214412"" 	 alt=""NH1.0x1.0sq""  	class="""" 	 	data-image-key=""NH1.0x1.0sq.jpg"" 	data-image-name=""NH1.0x1.0sq.jpg"" 	 	 width=""31""  	 height=""31""  	 	 	 	>"	"Tom Nook after receiving first three housing kits
Message in a bottle"	2,700 Bells	2x iron nugget, 6x clay	1.0x1.0
